username,rating,text,date,ct,company
"{'name': 'johnan farma', 'link': 'https://www.google.com/maps/contrib/110778162966879268136?hl=en-US', 'contributor_id': '110778162966879268136', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX5-_4owygNgooykaEoIRo48P2GW44183qa4qwE7_-isiBjm4Y=s120-c-rp-mo-br100', 'reviews': 5, 'photos': 0}",5.0,IT MNC GROUP is the one of the best IT Compnay in India. It's providing best website design and development with SEO services for all type of business website.,7 years ago,Noida,IT MNC INDIA
"{'name': 'BELS English', 'link': 'https://www.google.com/maps/contrib/106262531281719711795?hl=en-US', 'contributor_id': '106262531281719711795', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVlQJaG8MX6agqaVdHo3hsHEu2nXvsITWoaMTMQHhljyK1-pd8=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 0}",5.0,This is the best Seo company that is known for delivering innovative solutions. I am extremely satisfied with this company as work on seo at 3y.,6 years ago,Noida,IT MNC INDIA
"{'name': 'amit sharma', 'link': 'https://www.google.com/maps/contrib/109429973872484467938?hl=en-US', 'contributor_id': '109429973872484467938', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLl3e9XzRKwA8OW1DSTdnvXsQS9K3drQcvA2V8aXO0GiwitKA=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,best ecommerce website design and development company in noida,6 years ago,Noida,IT MNC INDIA
"{'name': 'SUBHASH KUMAR RAM (Ram)', 'link': 'https://www.google.com/maps/contrib/113965660445172469488?hl=en-US', 'contributor_id': '113965660445172469488', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVMy9OWZzx3gD8XiUJw9NxhC-MP8lHVJna4MTt3EP-ZTxaYPxapMQ=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 46, 'photos': 110}",5.0,Fresher for web development job,a year ago,Noida,IT MNC INDIA
"{'name': 'Minians Pk', 'link': 'https://www.google.com/maps/contrib/115881584456940599497?hl=en-US', 'contributor_id': '115881584456940599497', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJRJM2-SzJLE_1SvrBQTpIRF6fWYLolx5ptssj1ibqyaAedcAM=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 2, 'photos': 0}",5.0,I want to be a part of the organisations anyone can help me.,2 years ago,Noida,IT MNC INDIA
"{'name': 'Sunil Yadav', 'link': 'https://www.google.com/maps/contrib/116562392766551108940?hl=en-US', 'contributor_id': '116562392766551108940', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXmmxtl-YQ3GkoRM5WgAhkIyqYpxe1oxWgHT-VSQSJ7CmmNj5Y=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 6, 'photos': 2}",5.0,Awesome organization SEO Work,6 years ago,Noida,IT MNC INDIA
"{'name': 'Avnish Rana', 'link': 'https://www.google.com/maps/contrib/101739235133162068365?hl=en-US', 'contributor_id': '101739235133162068365', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUjQtDs0O_dDTho-yF1OvuHJbSfvwwKQCv7bBVSjbkJ2TacL_Ce=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 6, 'photos': 0}",5.0,"Experiencd is awesome.
I have worked with many companies but never seen so much of committments from anyone except Think Straight Team

1. Never failed on time lines
2. 24x7 support
3. Prompt response
4. Best part is , Inputs on your concepts, one should expect both technical and marketing insights which will help Product mangers to enhance product features

In short a Good  company to work with.

Thanks Think Staight team",4 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Graycode Technologies', 'link': 'https://www.google.com/maps/contrib/113526943889526024385?hl=en-US', 'contributor_id': '113526943889526024385', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJNDuxhclrZtGn99ayH9rLtCdeYuGNQAynewFtzs4-eSZJyHw=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"I love the resilience exemplified at T'S, their angile approach to software developement, quality and reliable support.",a year ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Ajitpal Dhindsa', 'link': 'https://www.google.com/maps/contrib/104455483162857303336?hl=en-US', 'contributor_id': '104455483162857303336', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXia-oF-mnx5vZoeiTG1TtIdEhaLVsNN1sl-TV_Q4MNil6ub_PJfQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 3, 'photos': 5}",5.0,"I got some on projects executed by Think Straight.
Team is very professional and supportive throughout the project completion. They are  very customer focused and give best quality.",4 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Harkamal Grewal', 'link': 'https://www.google.com/maps/contrib/110891090268709142148?hl=en-US', 'contributor_id': '110891090268709142148', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUciy3W1HZMdm6uPp18g_3M911Fz16znjIoBT1zds0iMy7yBNj9EA=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 8, 'photos': 1}",5.0,Experienced professional environment with optimum solutions. Top of it Flatmate has solved my partner problems in unexpected ways,4 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Rohit Bhandari', 'link': 'https://www.google.com/maps/contrib/111096538776044653838?hl=en-US', 'contributor_id': '111096538776044653838', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWD7l2gLPFKIh_9MT43jULBawjlgo589qBqvHFNkPfCmqRqwT43=s120-c-rp-mo-br100', 'reviews': 7, 'photos': 2}",5.0,"Genuine company, received my desired software within time boundation. Great development team.",5 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Kabita Sharma', 'link': 'https://www.google.com/maps/contrib/116681900283757321144?hl=en-US', 'contributor_id': '116681900283757321144', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUt7cacwuU4qkJ-ATodFUD-eEPDJXIQcyzvPEG_gIi533_NnVM=s120-c-rp-mo-br100', 'reviews': 2, 'photos': 0}",5.0,Most reliable company and uses latest technology. Great in Execution,5 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Vivek Srivastava', 'link': 'https://www.google.com/maps/contrib/118120242687796696982?hl=en-US', 'contributor_id': '118120242687796696982', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXf9NQMRx7OBLEcIW5tyMM5PDq9JuuxYEK6TbLQStyRaj49CsoJ=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 11, 'photos': 0}",5.0,Best place and very nice infrastructure with impressive work culture.,a year ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'pallav nawani', 'link': 'https://www.google.com/maps/contrib/106454297583140151165?hl=en-US', 'contributor_id': '106454297583140151165', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXJ44kEKYyGK5mDdaYPw0b7jLwAYBvOfm8Q1OnLAXH9pBAQwnGo=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 7, 'photos': 0}",5.0,Best Company in Noida for Customize software Development.,5 years ago,Noida,Think Straight IT LLP - Software/IT Company in Noida
"{'name': 'Shivangi Patel', 'link': 'https://www.google.com/maps/contrib/110094227697570937128?hl=en-GB', 'contributor_id': '110094227697570937128', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjW5wEhyV-T1Bsw0d3hb-G0S7B7hrl59Uw2G4ofxD8fj7NPn1Cu3=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 1, 'photos': 0}",4.0,"Hello sir,  I want to do an internship with your company, what should I do for it??",a month ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'preeti pankaj', 'link': 'https://www.google.com/maps/contrib/112797394187884711564?hl=en-GB', 'contributor_id': '112797394187884711564', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUkd2BK6chYudFyojQHZ6huPV6xctzmlfqVxictgLglB44L17ma=s120-c-rp-mo-br100', 'reviews': 2, 'photos': 0}",5.0,I think if you a fresher and you wanna learn a lot you should join the CODEASPIRE team. I learn a lot from. Their team never pressurise for the work and always motivate for innovation.  I would like to thanks the ASHISH for giving me the special opportunity.,5 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Birender Singh', 'link': 'https://www.google.com/maps/contrib/100046051197325556624?hl=en-GB', 'contributor_id': '100046051197325556624', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLv5K4jySwVAzqbKjpwqiQ_3hJNCzyRKOAjTgWzutus4GKYWA=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"Management is so supportive, Every time when in my system issue came, these guys helps lot. They never asked about money. I gave him bones.  I am so happy with their work.",4 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Saurabh Verma', 'link': 'https://www.google.com/maps/contrib/116700294571181930277?hl=en-GB', 'contributor_id': '116700294571181930277', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIEylK4OGCI2cfWu3NpWLbwwwewilhZA4J7kgAGj6LrHstZIQ=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 12, 'photos': 2}",5.0,"Good place where you learn many things in different technology. Highly recommend to everyone for starting your business with CodeAspire, and Learner also.
I have learned a lot from here, Thanks CodeAspire Team.",4 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Vineet Pathak', 'link': 'https://www.google.com/maps/contrib/105939344458543158991?hl=en-GB', 'contributor_id': '105939344458543158991', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIMmSM6Lkz7pesl3Ef1jBUUCgQOBXy2uoRoqmlCvuuaqQSrxoc=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"'If you really want to do something, you'll find a way. If you don't, you'll find an excuse"" This word is suit for this company owner..""All the Best""👍👌my good wishes always with you😊",7 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Shubham Thakur', 'link': 'https://www.google.com/maps/contrib/110102002949282201243?hl=en-GB', 'contributor_id': '110102002949282201243', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXaHZ0dlcOpzhHyBPZrX2ruwGD2PKanqNxVe6908j64Rp0VDO5n=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 1, 'photos': 0}",5.0,"I learnt a lot from here ,i was here as a intern.Great environment ,People are good in nature .Specially Ashish sir and anshulika mam are very good in nature and having good knowledge also.",4 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Ajay Mall', 'link': 'https://www.google.com/maps/contrib/113558796690781414432?hl=en-GB', 'contributor_id': '113558796690781414432', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWRGHxaC3aRfTaLehLkgXbCTxJQoVlTp5SBagrAzh5HJ5nm2AHM=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 82, 'photos': 25}",5.0,Awesome work environment here.Specially the core team help in every stage and very supporty.,7 years ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'zeeshan ahmad', 'link': 'https://www.google.com/maps/contrib/101400477779771016233?hl=en-GB', 'contributor_id': '101400477779771016233', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVaMmNKFLs_QN8IKxZMyOowgDU3EIvJV4qZnVGd0_Ol5hgrnZE4DA=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 9, 'photos': 2}",5.0,"I want to do internship from this company what should to do ?
Guys please suggest me.
Thank you 😊",a year ago,Noida,CodeAspire I.T Company in Noida
"{'name': 'Rishabh Raj', 'link': 'https://www.google.com/maps/contrib/112062683090357403641?hl=en-US', 'contributor_id': '112062683090357403641', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKAFBxRZsZGhMLJPhgGA_66iMn5RWnH5FdqCkunnsEN-CgjD6Y0=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 71, 'photos': 372}",3.0,"The Infosys Noida campus, located in the Ace Capital Building, is a state-of-the-art facility that serves as a key hub for the company's operations in the National Capital Region (NCR). Here are some interesting facts about the campus:

1. *Location*: The campus is situated in the Ace Capital Building, Plot No. 14, Sector 18, Noida, Uttar Pradesh.

2. This building has ICICI bank office also.

3. This building has nice and beautiful and spacious cafeteria.

The Infosys Noida campus in the Ace Capital Building is a testament to the company's commitment to innovation, sustainability, and employee well-being.",8 months ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Ritik Sharma', 'link': 'https://www.google.com/maps/contrib/112034089142266454196?hl=en-US', 'contributor_id': '112034089142266454196', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVGbFs2q_re45hrdrWtQwC0U1Rz0IXpvHvH7hf4s0fwmY2Ep0TL=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 41, 'photos': 27}",5.0,"There experience is good.
There are two working companies, one is Infosys Limited and other one is HDFC Bank. And the environment of the premises is nice.",5 months ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Rohan Aggarwal', 'link': 'https://www.google.com/maps/contrib/104694081804779060947?hl=en-US', 'contributor_id': '104694081804779060947', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWLHBsiQcAEdppiD4F4J7JLEXQVWJ6HjMA9sVmhMxuKMECMUUJL=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 10, 'photos': 0}",5.0,It's a very good and spacious place. Many companies has their offices located in these buildings. Nice green environment. Good quality snack stalls and very spacious and big canteen. There is a sitting arrangement outside the building to enjoy the view and food.,4 months ago,Noida,Infosys Limited - Noida Campus
"{'name': 'The Time Traveller', 'link': 'https://www.google.com/maps/contrib/108527685512112552857?hl=en-US', 'contributor_id': '108527685512112552857', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXZmCP-ZjO32YzShbfZhb7xYoq8yj7OIRSP8_tH4m7ovHK06xtKHw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 243, 'photos': 203}",4.0,"Luxurious office space,  Infosys has got rented facility from Ace developers, in Ace Capitol , food Court is awesome,  this is for all the companies having offices in the building....",6 months ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Achal Saxena', 'link': 'https://www.google.com/maps/contrib/108506639261817979969?hl=en-US', 'contributor_id': '108506639261817979969', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXuWdNHh9jJ_-SM1r96vtNwHux5wr_o6HJ5dLD4O60QXrBV_cVo=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 144, 'photos': 492}",5.0,"The management is good.
There is a common cafeteria for all companies employees.",7 months ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Manik Malhotra', 'link': 'https://www.google.com/maps/contrib/105146440374376647117?hl=en-US', 'contributor_id': '105146440374376647117', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVHjzBjB2g5vx8V0BGXcMbbD1olZY0-8f272josVMB9DyJahRgy=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 112, 'photos': 120}",5.0,"1st Office of Infosys in the state of Uttar Pradesh, Infosys has taken 4 floors on lease in Ace Capitol Building. Facilities like Pantry with Coffee machine is there on each floor. Parking on B1 floor. Free employee Shuttle service to-from Botanical Garden Metro Station. Employee Dining space and Common Canteen area on Floor 6.

Free Metro Shuttle service for Employees

Between 1) Botanical Garden and Office
And 2) Sector 137 Noida and Office

Timings :
Morning - 8:30am and 9:30am ( Station to Office)
Evening - 6pm and 7pm ( Office to Station)

THANK YOU SO MUCH INFOSYS FOR BRINGING OFFICE CLOSER TO OUR HOMES 🙏😊",a year ago,Noida,Infosys Limited - Noida Campus
"{'name': 'ravijeet ranjan', 'link': 'https://www.google.com/maps/contrib/102263736839972533754?hl=en-US', 'contributor_id': '102263736839972533754', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocI60JSbkNjJfwqbvE1WRg4_LOEDaoZZrake0FxuQwNlm3242A=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 16, 'photos': 19}",1.0,So worst environment and team I got in the infosys. If you are joinning by third party then they will treated you like outsiders. There are no any canteen facility.. They will release you without any notice...,a month ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Himanshu Verma', 'link': 'https://www.google.com/maps/contrib/100461674353743033941?hl=en-US', 'contributor_id': '100461674353743033941', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWENOCsvhArkSh56TzdJwrt9M5bA0ED8zLL9eQFI5GLEsTkN3awig=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 37, 'photos': 327}",4.0,"Location is okay.
But for parking, they don't even have space ,or very less space.
You have to park outside.",a month ago,Noida,Infosys Limited - Noida Campus
"{'name': 'Pragun Agarwal', 'link': 'https://www.google.com/maps/contrib/116246019683521234287?hl=en-US', 'contributor_id': '116246019683521234287', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUv0dyhL4zejgA1LZAOzrwv6e7jEvykpol-lYXQxtre7zMqK7IH=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 16, 'photos': 41}",5.0,"A lush green campus with smart amenities around. Plenty of food options and a scenic view from ODC Awesome! What else.

Really worth knocking on the door once.",5 months ago,Noida,HCLTech
"{'name': 'Silvi Madan', 'link': 'https://www.google.com/maps/contrib/108651533837239655247?hl=en-US', 'contributor_id': '108651533837239655247', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKJ5fiIGu92NJ4o21_qKUxicc_8ATaAIKR2klQgmRIDlQDsZw=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 38, 'photos': 11}",5.0,"My bread and butter. Campus is beautiful and huge. Takes 2 hours just to explore. Cafe's are okay but we need more facilities tbh. My fave is KNMA exhibits. The vendors outside the gates, honestly I don't like them for stale options n nothing novice",10 months ago,Noida,HCLTech
"{'name': 'Gursimran Singh', 'link': 'https://www.google.com/maps/contrib/106413120992819479981?hl=en-US', 'contributor_id': '106413120992819479981', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXtSotM5tM-vMDcTjZ6gw9zst6NR7eLkOtnvHrKO2Fvl9VtB0lh=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 144, 'photos': 1357}",5.0,This campus is the headquarters for this IT giant. There are in total 6 towers and 3 cafes within the campus. Parking space can hold 1000s of vehicles at once. Its good for a career growth if you're starting here as fresher. The work environment is good and one can have a pretty good life working here. The infrastructure is at best and it really gives a feel to blend in.,2 years ago,Noida,HCLTech
"{'name': 'Jei Fer', 'link': 'https://www.google.com/maps/contrib/104831388253571170278?hl=en-US', 'contributor_id': '104831388253571170278', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUAQroZLFC80D3Xr5NA8h8EXowub4PGUtoTKV1UKKkBxZ7VhPMU5g=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 47, 'photos': 1630}",5.0,Promoting wellness inside the corporation with the program BE WELL 🙌💪😁,a month ago,Noida,HCLTech
"{'name': 'Prasant Mishra', 'link': 'https://www.google.com/maps/contrib/110631682109117466655?hl=en-US', 'contributor_id': '110631682109117466655', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXqzUkX_OBiueXojE7IB5S6Tu_bYDfuU7CCQg-k2JcvDXNyQyBqkQ=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 67, 'photos': 30}",4.0,"It's a huge campus accomodating about 50+ employees and visitors coming to meet someone needs to go through lot of formalities including pre-entry in their Visitor Management System by the person you wish to visit and follow some guidelines during the visit as well.
You can request for a cart from movement from gate till any tower",a month ago,Noida,HCLTech
"{'name': 'Samya Das gupta', 'link': 'https://www.google.com/maps/contrib/103581636036238521327?hl=en-US', 'contributor_id': '103581636036238521327', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXz-bVM-D9CHHpFR8U26D9UPR0342JKRs1x0Ja3DJccC25GjM5OqQ=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 141, 'photos': 3794}",4.0,"Its a huge campus with six buildings, three cafeterias, GYM, Kiran Nadar Museum of arts, a lavish and emaculate walk way. Very manicured grass and flower beds with seasonal flowers. Lot of fountains and a dog Kennel. A lot of street dogs stays here and are given food and water by the building management.",a year ago,Noida,HCLTech
"{'name': 'Mudit Purohit', 'link': 'https://www.google.com/maps/contrib/106288487367951461082?hl=en-US', 'contributor_id': '106288487367951461082', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWpWjgJFKQUBu3ayzkTsoumdPHBWtSSa9b8Ao0MjPvyaktjVtzZUw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 202, 'photos': 164}",5.0,"HCL Technologies, Noida, is a renowned global IT services firm. The facility boasts a modern infrastructure and fosters a collaborative atmosphere. It offers diverse services such as IT consulting, software development, and digital transformation. Known for innovation and employee-centric policies, it provides ample growth and learning opportunities, making it a sought-after workplace in the tech industry.",a month ago,Noida,HCLTech
"{'name': 'jacob devasia', 'link': 'https://www.google.com/maps/contrib/110271512890350871130?hl=en-US', 'contributor_id': '110271512890350871130', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVO2_Vzyc3FYZxFLM7Gvbcbg3Kk4IHVSpLq1zZGAqbUYyc-kI0Q=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 157, 'photos': 798}",5.0,A place where you can spend quality time with your colleague and family.you will get enough time for both. They also organised lots of activities which are beneficial to employees like professional wise and also personal wise. They also take care of the family members of the hcl employees. There are lots of project and time slots. Very good environment friendly place to work.,4 years ago,Noida,HCLTech
"{'name': 'Silpi Singh', 'link': 'https://www.google.com/maps/contrib/110588200822944866877?hl=en-US', 'contributor_id': '110588200822944866877', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXOlr8mLGLoS2zEBmbkQF2C3ezvaXZUSBsyDzEk-K7zks_JdHSg=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"I had my Party Plan MLM software developed by Taksh IT Solutions, and I must say their work exceeded my expectations. They maintained a highly professional approach throughout the entire process and provided excellent support at every step. The design and functionality of the software are both user-friendly, and they implemented all the features with great attention to detail.

What impressed me the most was their timely delivery. They understood my requirements clearly and customized the software accordingly, ensuring the project was completed on time. I'm very happy with the outcome and would definitely consider working with them again in the future. I highly recommend Taksh IT Solutions to anyone looking for top-quality MLM software.👍👍👍",3 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'Golu Sharma', 'link': 'https://www.google.com/maps/contrib/110094192344557273566?hl=en-US', 'contributor_id': '110094192344557273566', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIckw0EHVVa0zcsyfypRo3yLZ90KWjI30b6WlYkQ9Umdd11_g=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"We had a Binary Plan MLM Software developed by Taksh IT Solutions, and they exceeded our expectations by delivering an outstanding product. Their team showcased professionalism, ensured timely delivery, and provided excellent customization options. We received support and guidance at every step, which was incredibly helpful for our business. We highly recommend Taksh IT Solutions for anyone in need of reliable and high-quality MLM software. Choose them without any hesitation!👍👍👍👍",3 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'Smartindia portal', 'link': 'https://www.google.com/maps/contrib/109101896684277855424?hl=en-US', 'contributor_id': '109101896684277855424', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLYpDYLHsrcwkURG8tg2mV3GN202u2PUe1-DOjbzvUJQbYGhQ=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"We had a Board Plan MLM Software developed by Taksh IT Solutions, and they went above and beyond to deliver an excellent product that exceeded our expectations. Their team demonstrated great professionalism, provided timely delivery, and offered extensive customization options. They ensured smooth communication and offered outstanding support throughout the development process. If you’re looking for reliable, high-quality MLM software, we highly recommend Taksh IT Solutions. Their expertise and commitment are truly impressive👍👍👍👍",3 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'Arpit Gaur', 'link': 'https://www.google.com/maps/contrib/107225009405423980758?hl=en-US', 'contributor_id': '107225009405423980758', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXquMv1gVCfuRqAn5rL2XpxVA6HoLwNYg8Ay0gpX9S7eyWlMewf=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 3}",5.0,"Customer Support**:
The customer support provided by Taksh IT Solutions is outstanding. Their support team is available 24/7 and is always prompt in addressing our concerns and resolving any issues. The use of a ticketing system helps in tracking and managing our requests efficiently, ensuring minimal downtime and disruption to our operations.",7 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'NISHANT Srivastav', 'link': 'https://www.google.com/maps/contrib/106667104169318203792?hl=en-US', 'contributor_id': '106667104169318203792', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocL0iAVNzJbHMPWO_oN3hEPcMWqTUY4VRmdrf4LxV1CuIyyx6RA=s120-c-rp-mo-br100', 'reviews': 2, 'photos': 0}",5.0,"I have been working as a .NET Developer at Taksh IT Solutions Private Limited for the past year, and it has been a highly positive experience. The company fosters a supportive and innovative work environment, encouraging professional growth and development. The team is skilled and collaborative, and the management is approachable and supportive. I highly recommend Taksh IT Solutions Private Limited for its commitment to excellence and employee well-being.",9 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'abhay pratap Singh', 'link': 'https://www.google.com/maps/contrib/106933408494686508882?hl=en-US', 'contributor_id': '106933408494686508882', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLEH2SDMyWgyZTun3IzFajtHOG528nQECJCqvMwjedy9W8EvwVF=s120-c-rp-mo-br100', 'reviews': 2, 'photos': 0}",5.0,"Quality of Services**:
Taksh IT Solutions consistently delivers high-quality IT services that have significantly enhanced our business operations. Their team of experts ensures that all solutions are tailored to our specific needs, resulting in efficient and effective outcomes.",7 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'John Thomson', 'link': 'https://www.google.com/maps/contrib/117862602655834346649?hl=en-US', 'contributor_id': '117862602655834346649', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIgY_0ci1-FGKzFM6Vst9B9SJep7dZ7LYn3UX-clSoOsvDDog=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"I'm highly impressed with the ICO software developed by Taksh It Solutions. The features are robust, user-friendly, and perfectly tailored to meet our needs. Their attention to detail and excellent customer support truly stand out.",8 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'Aditya Gaur', 'link': 'https://www.google.com/maps/contrib/105179956799269283511?hl=en-US', 'contributor_id': '105179956799269283511', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVz_qCbSTJ6on6tZZ0F9DpK9M8MxIBuoHqXHdB6KZMdu2l30e29=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 1, 'photos': 2}",5.0,"Taksh IT Solutions employs modern server infrastructure with high-performance storage solutions, ensuring efficient data handling and processing. The networking equipment in use supports high-speed data transfer and robust connectivity.",7 months ago,Noida,Taksh IT Solutions Private Limited
"{'name': 'Saif Mohammad', 'link': 'https://www.google.com/maps/contrib/105433310971655191338?hl=en-US', 'contributor_id': '105433310971655191338', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJ5T3eORnNJUB67hUPE2G3__bA9QfL3BhC3BaCOcYbyQ50t5g=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"We had a great experience with Mariox Software, an mobile app development company in Noida. Our project was a success thanks to their care for quality and attention to detail. Thanks!",2 months ago,Noida,"Mariox Software - Top Mobile App Development Company in Noida, India | Custom iOS & Android Apps Development Services"
